ID	chr	circ_start	circ_end	circ_strand	splice_L	circ_type	e_count	e_sizes	e_offsets	b_transcript	b_strand	b_trans_start	b_trans_end	b_gene
chr1:52698843-52705267	chr1	52698843	52705267	+	2213	exonic	2	105,2108	0,4316	ENST00000287727.7_2	+	52607765	52812357	ZFYVE9
chr1:52734135-52769597	chr1	52734135	52769597	+	982	exonic	7	169,121,123,156,225,83,105	0,6000,10028,13197,24989,27431,35357	ENST00000287727.7_2	+	52607765	52812357	ZFYVE9
chr1:52747333-52769597	chr1	52747333	52769597	+	568	exonic	4	155,225,83,105	0,11791,14233,22159	ENST00000287727.7_2	+	52607765	52812357	ZFYVE9
chr1:52903892-52927441	chr1	52903892	52927441	-	868	exonic	9	115,83,48,178,78,114,90,104,58	0,7566,7736,8044,8369,20115,22913,23292,23491	ENST00000371544.7_1	-	52888946	53018772	TUT4
chr1:52959283-52975384	chr1	52959283	52975384	-	435	exonic	4	51,89,178,117	0,1815,3394,15984	ENST00000371544.7_1	-	52888946	53018772	TUT4
chr1:52975268-52992045	chr1	52975268	52992045	-	1091	exonic	3	116,164,811	0,6294,15966	ENST00000371544.7_1	-	52888946	53018772	TUT4
chr1:52981563-52992045	chr1	52981563	52992045	-	974	exonic	2	163,811	0,9671	ENST00000371544.7_1	-	52888946	53018772	TUT4
chr1:52991235-52992045	chr1	52991235	52992045	-	810	exonic	1	810	0	ENST00000371544.7_1	-	52888946	53018772	TUT4
chr1:53407468-53427301	chr1	53407468	53427301	+	453	exonic	5	57,72,132,65,127	0,6212,8958,12943,19706	ENST00000371514.8_3	+	53392947	53517370	SCP2
chr1:53407468-53453808	chr1	53407468	53453808	+	1011	exonic	10	57,72,132,65,127,64,87,151,148,108	0,6212,8958,12943,19706,32972,34886,36420,38599,46232	ENST00000371514.8_3	+	53392947	53517370	SCP2
chr1:54059781-54065951	chr1	54059781	54065951	-	1060	exonic	2	882,178	0,5992	ENST00000628545.1_1	-	53971914	54203779	GLIS1
chr1:54497850-54509198	chr1	54497850	54509198	-	554	exonic	5	128,109,82,82,153	0,4432,8578,9546,11195	ENST00000234831.9_2	-	54492353	54519111	TMEM59
chr1:54506429-54513045	chr1	54506429	54513045	-	517	exonic	5	81,82,153,95,106	0,967,2616,4935,6510	ENST00000234831.9_2	-	54492353	54519111	TMEM59
chr1:55589120-55600086	chr1	55589120	55600086	-	1074	exonic	8	155,160,229,96,98,156,94,86	0,1021,1872,2215,6029,9097,10622,10880	ENST00000294383.7_2	-	55532031	55681037	USP24
chr1:58971732-59000003	chr1	58971732	59000003	-	635	exonic	5	149,75,129,108,174	0,21200,24540,27892,28097	ENST00000421528.6_1	-	58933598	59004490	OMA1
chr1:58971732-59002413	chr1	58971732	59002413	-	864	exonic	6	149,75,129,108,174,229	0,21200,24540,27892,28097,30452	ENST00000421528.6_1	-	58933598	59004490	OMA1
chr1:59137542-59160879	chr1	59137542	59160879	-	1592	exonic	11	88,78,104,131,761,99,79,24,78,71,79	0,1702,3606,5055,9914,13282,17167,18355,18469,20990,23258	ENST00000472487.6_2	-	59120414	59165734	MYSM1
chr1:59147457-59148217	chr1	59147457	59148217	-	760	exonic	1	760	0	ENST00000472487.6_2	-	59120414	59165734	MYSM1
chr1:59787208-59812070	chr1	59787208	59812070	+	24862	other	1	24862	0	ENST00000462744.5_1	+	59762526	59812041	FGGY
chr1:59787208-59844509	chr1	59787208	59844509	+	567	exonic	4	214,112,152,89	0,18421,24710,57212	ENST00000634364.1_1	+	59762765	60257278	FGGY
chr1:59787208-59922748	chr1	59787208	59922748	+	683	exonic	5	214,112,152,89,116	0,18421,24710,57212,135424	ENST00000634364.1_1	+	59762765	60257278	FGGY
chr1:59805630-59844509	chr1	59805630	59844509	+	352	exonic	3	111,152,89	0,6288,38790	ENST00000634606.1_1	+	59762478	60276319	FGGY
chr1:60366637-60377983	chr1	60366637	60377983	-	1107	exonic	7	138,151,188,142,177,161,150	0,3400,3905,6820,8818,10642,11196	ENST00000468257.2_2	-	60358991	60392433	CYP2J2
chr1:62293094-62350080	chr1	62293094	62350080	+	1332	exonic	8	161,20,132,210,117,396,124,172	0,5935,6231,28607,34128,36815,47820,56814	ENST00000635023.1_1	+	62208216	62580439	PATJ
chr1:62365255-62367131	chr1	62365255	62367131	+	249	exonic	2	71,178	0,1698	ENST00000642238.1_2	+	62208077	62629622	PATJ
chr1:62483528-62550320	chr1	62483528	62550320	+	509	exonic	5	91,73,93,118,134	0,20120,33109,61593,66658	ENST00000642238.1_2	+	62208077	62629622	PATJ
chr1:62588693-62594617	chr1	62588693	62594617	+	265	exonic	3	37,123,105	0,4950,5819	ENST00000642238.1_2	+	62208077	62629622	PATJ
chr1:62908830-62913182	chr1	62908830	62913182	+	1023	exonic	3	160,692,171	0,1578,4181	ENST00000371146.5_1	+	62901974	62917473	USP1
chr1:62910409-62913182	chr1	62910409	62913182	+	862	exonic	2	691,171	0,2602	ENST00000371146.5_1	+	62901974	62917473	USP1
chr1:62939653-62943505	chr1	62939653	62943505	-	3852	other	1	3852	0	ENST00000251157.10_2	-	62920396	63153935	DOCK7
chr1:62993822-63010710	chr1	62993822	63010710	-	1205	exonic	10	154,170,140,171,114,141,96,36,90,93	0,1125,7341,9739,11393,11600,14456,15134,15504,16795	ENST00000637255.1_2	-	62920703	63018432	DOCK7
chr1:63021496-63085664	chr1	63021496	63085664	-	1170	exonic	9	164,232,87,102,139,71,118,163,94	0,3163,5791,21436,23002,27358,30681,62880,64074	ENST00000251157.10_2	-	62920396	63153935	DOCK7
chr1:63042933-63052295	chr1	63042933	63052295	-	429	exonic	4	101,139,71,118	0,1565,5921,9244	ENST00000251157.10_2	-	62920396	63153935	DOCK7
chr1:63269390-63286880	chr1	63269390	63286880	+	863	exonic	5	143,84,234,331,71	0,1452,12855,15285,17419	ENST00000317868.9_2	+	63249802	63331187	ATG4C
chr1:63269390-63300523	chr1	63269390	63300523	+	1156	exonic	8	143,84,234,331,71,137,79,77	0,1452,12855,15285,17419,25320,30318,31056	ENST00000317868.9_2	+	63249802	63331187	ATG4C
chr1:63269390-63307218	chr1	63269390	63307218	+	1276	exonic	9	143,84,234,331,71,137,79,77,120	0,1452,12855,15285,17419,25320,30318,31056,37708	ENST00000317868.9_2	+	63249802	63331187	ATG4C
chr1:64474977-64516388	chr1	64474977	64516388	+	390	exonic	3	71,288,31	0,40385,41380	ENST00000371079.6_3	+	64239687	64647181	ROR1
chr1:65095038-65107652	chr1	65095038	65107652	+	638	exonic	4	126,145,217,150	0,3243,4688,12464	ENST00000651257.1_1	+	64935811	65158741	CACHD1
chr1:65234339-65255197	chr1	65234339	65255197	+	855	exonic	4	66,470,192,127	0,8966,12723,20731	ENST00000371072.8_1	+	65210777	65298915	RAVER2
chr1:65811294-65831879	chr1	65811294	65831879	+	462	exonic	4	112,151,50,149	0,19023,20273,20436	ENST00000263441.11_1	+	65730376	65881552	DNAJC6
chr1:65830318-65831879	chr1	65830318	65831879	+	349	exonic	3	150,50,149	0,1249,1412	ENST00000263441.11_1	+	65730376	65881552	DNAJC6
chr1:66378928-66384518	chr1	66378928	66384518	+	350	exonic	2	111,239	0,5351	ENST00000329654.8_2	+	66258196	66839961	PDE4B
chr1:66713143-66731770	chr1	66713143	66731770	+	352	exonic	4	194,37,71,50	0,10186,10332,18577	ENST00000329654.8_2	+	66258196	66839961	PDE4B
chr1:67098753-67109402	chr1	67098753	67109402	+	384	exonic	5	24,72,57,55,176	0,2873,6706,9739,10473	ENST00000371037.9_2	+	66999835	67216822	SGIP1
chr1:67098753-67133224	chr1	67098753	67133224	+	408	exonic	7	24,72,57,55,176,12,12	0,2873,6706,9739,10473,27442,34459	ENST00000371037.9_2	+	66999835	67216822	SGIP1
chr1:67356837-67371058	chr1	67356837	67371058	-	472	exonic	3	112,185,175	0,2074,14046	ENST00000371026.8_2	-	67278567	67390539	WDR78
chr1:67405711-67425426	chr1	67405711	67425426	+	567	exonic	6	24,37,146,162,133,65	0,157,6121,18030,18822,19650	ENST00000479067.1_1	+	67398334	67425433	MIER1
chr1:67423742-67428843	chr1	67423742	67428843	+	432	exonic	4	161,133,65,73	0,791,1619,5028	ENST00000355977.10_2	+	67390577	67454302	MIER1
chr1:70518709-70555502	chr1	70518709	70555502	+	434	exonic	3	119,222,93	0,23050,36700	ENST00000310961.9_2	+	70034080	70589171	LRRC7
chr1:70518709-70573509	chr1	70518709	70573509	+	509	exonic	4	119,222,93,75	0,23050,36700,54725	ENST00000310961.9_2	+	70034080	70589171	LRRC7
chr1:70736539-70766591	chr1	70736539	70766591	-	718	exonic	6	100,99,80,162,132,145	0,3863,5908,21531,25273,29907	ENST00000370944.9_2	-	70724681	70820405	ANKRD13C
chr1:70736539-70781249	chr1	70736539	70781249	-	917	exonic	9	100,99,80,162,132,145,67,46,86	0,3863,5908,21531,25273,29907,35367,42888,44624	ENST00000370944.9_2	-	70724681	70820405	ANKRD13C
chr1:70758071-70771973	chr1	70758071	70771973	-	505	exonic	4	161,132,145,67	0,3741,8375,13835	ENST00000370944.9_2	-	70724681	70820405	ANKRD13C
chr1:70758071-70781249	chr1	70758071	70781249	-	637	exonic	6	161,132,145,67,46,86	0,3741,8375,13835,21356,23092	ENST00000370944.9_2	-	70724681	70820405	ANKRD13C
chr1:70761813-70781249	chr1	70761813	70781249	-	475	exonic	5	131,145,67,46,86	0,4633,10093,17614,19350	ENST00000370944.9_2	-	70724681	70820405	ANKRD13C
chr1:76198329-76200556	chr1	76198329	76200556	+	448	exonic	5	97,70,99,101,81	0,208,406,883,2146	ENST00000370834.9_1	+	76190393	76229176	ACADM
chr1:76205665-76211599	chr1	76205665	76211599	+	239	exonic	2	130,109	0,5825	ENST00000541113.5_1	+	76190031	76229364	ACADM
chr1:76205665-76216231	chr1	76205665	76216231	+	476	exonic	4	130,109,141,96	0,5825,9438,10470	ENST00000541113.5_1	+	76190031	76229364	ACADM
chr1:76205665-76216576	chr1	76205665	76216576	+	10911	other	1	10911	0	ENST00000541113.5_1	+	76190031	76229364	ACADM
chr1:77509889-77534528	chr1	77509889	77534528	+	24639	other	1	24639	0	ENST00000477717.6_2	+	77333164	77533231	ST6GALNAC5
chr1:77752626-77763632	chr1	77752626	77763632	+	638	exonic	4	186,168,170,114	0,6851,10617,10892	ENST00000354567.7_2	+	77747703	78025651	AK5
chr1:77752626-77938739	chr1	77752626	77938739	+	186113	other	1	186113	0	ENST00000354567.7_2	+	77747703	78025651	AK5
chr1:78097520-78107340	chr1	78097520	78107340	-	9820	other	1	9820	0	ENST00000370801.8_2	-	78028100	78148343	AC118549.1
chr1:78097535-78099090	chr1	78097535	78099090	-	1555	exonic	1	1555	0	ENST00000370801.8_2	-	78028100	78148343	AC118549.1
chr1:78097535-78107340	chr1	78097535	78107340	-	1906	exonic	4	1555,154,63,134	0,7598,9533,9671	ENST00000370801.8_2	-	78028100	78148343	AC118549.1
chr1:78098800-78107340	chr1	78098800	78107340	-	641	exonic	4	290,154,63,134	0,6333,8268,8406	ENST00000370801.8_2	-	78028100	78148343	AC118549.1
chr1:78177432-78180468	chr1	78177432	78180468	-	360	exonic	3	108,82,170	0,1452,2866	ENST00000370794.7_1	-	78161671	78225537	USP33
chr1:78177432-78181553	chr1	78177432	78181553	-	487	exonic	4	108,82,170,127	0,1452,2866,3994	ENST00000370794.7_1	-	78161671	78225537	USP33
chr1:78183552-78191447	chr1	78183552	78191447	-	782	exonic	7	180,46,34,95,173,113,141	0,728,3304,3963,4156,5463,7754	ENST00000370794.7_1	-	78161671	78225537	USP33
chr1:78191307-78205102	chr1	78191307	78205102	-	1077	exonic	7	140,418,79,114,70,103,153	0,2672,4237,4995,8724,10433,13642	ENST00000370794.7_1	-	78161671	78225537	USP33
chr1:78267016-78272786	chr1	78267016	78272786	+	441	exonic	3	177,137,127	0,1938,5643	ENST00000443751.3_2	+	78245308	78345224	MIGA1
chr1:78267016-78280916	chr1	78267016	78280916	+	699	exonic	5	177,137,127,134,124	0,1938,5643,12402,13776	ENST00000443751.3_2	+	78245308	78345224	MIGA1
chr1:78267016-78309092	chr1	78267016	78309092	+	800	exonic	6	177,137,127,134,124,101	0,1938,5643,12402,13776,41975	ENST00000443751.3_2	+	78245308	78345224	MIGA1
chr1:78268955-78280916	chr1	78268955	78280916	+	521	exonic	4	136,127,134,124	0,3704,10463,11837	ENST00000443751.3_2	+	78245308	78345224	MIGA1
chr1:78324623-78332076	chr1	78324623	78332076	+	566	exonic	6	118,73,87,99,135,54	0,375,1101,2285,4955,7399	ENST00000443751.3_2	+	78245308	78345224	MIGA1
chr1:78324623-78340796	chr1	78324623	78340796	+	952	exonic	8	118,73,87,99,135,54,120,266	0,375,1101,2285,4955,7399,14062,15907	ENST00000443751.3_2	+	78245308	78345224	MIGA1
chr1:83958970-83960376	chr1	83958970	83960376	-	1406	other	1	1406	0	NA	NA	NA	NA	NA
chr1:84369762-84394913	chr1	84369762	84394913	-	1328	exonic	11	80,135,206,199,60,108,87,136,74,148,95	0,2249,3376,7085,8364,8853,13524,15619,17007,17167,25056	ENST00000477524.5_1	-	84330710	84464775	TTLL7
chr1:84369762-84399449	chr1	84369762	84399449	-	1487	exonic	12	80,135,206,199,60,108,87,136,74,148,95,159	0,2249,3376,7085,8364,8853,13524,15619,17007,17167,25056,29528	ENST00000477524.5_1	-	84330710	84464775	TTLL7
chr1:84369762-84403699	chr1	84369762	84403699	-	1652	exonic	13	80,135,206,199,60,108,87,136,74,148,95,159,165	0,2249,3376,7085,8364,8853,13524,15619,17007,17167,25056,29528,33772	ENST00000477524.5_1	-	84330710	84464775	TTLL7
chr1:84369762-84418070	chr1	84369762	84418070	-	2551	exonic	19	80,135,206,199,60,108,87,136,74,148,95,159,165,217,159,68,122,132,201	0,2249,3376,7085,8364,8853,13524,15619,17007,17167,25056,29528,33772,38383,43044,44548,45785,47765,48107	ENST00000477524.5_1	-	84330710	84464775	TTLL7
chr1:84376848-84412965	chr1	84376848	84412965	-	1606	exonic	12	198,60,108,87,136,74,148,95,159,165,217,159	0,1278,1767,6438,8533,9921,10081,17970,22442,26686,31297,35958	ENST00000477524.5_1	-	84330710	84464775	TTLL7
chr1:84383287-84408362	chr1	84383287	84408362	-	1080	exonic	8	86,136,74,148,95,159,165,217	0,2094,3482,3642,11531,16003,20247,24858	ENST00000260505.13_2	-	84330706	84464815	TTLL7
chr1:84644860-84650865	chr1	84644860	84650865	+	372	exonic	4	61,129,99,83	0,3022,4859,5922	ENST00000370689.6_1	+	84543744	84704181	PRKACB
chr1:84644860-84663507	chr1	84644860	84663507	+	595	exonic	6	61,129,99,83,127,96	0,3022,4859,5922,17438,18551	ENST00000370689.6_1	+	84543744	84704181	PRKACB
chr1:84644860-84680000	chr1	84644860	84680000	+	883	exonic	8	61,129,99,83,127,96,123,165	0,3022,4859,5922,17438,18551,23505,34975	ENST00000370689.6_1	+	84543744	84704181	PRKACB
chr1:84644860-84701047	chr1	84644860	84701047	+	1068	exonic	9	61,129,99,83,127,96,123,165,185	0,3022,4859,5922,17438,18551,23505,34975,56002	ENST00000370689.6_1	+	84543744	84704181	PRKACB
chr1:85121515-85136991	chr1	85121515	85136991	-	1477	exonic	10	173,137,151,178,76,136,111,213,170,132	0,515,2485,6365,6622,8584,10289,13848,14813,15344	ENST00000342203.7_1	-	85109389	85156228	SSX2IP
chr1:85331068-85331821	chr1	85331068	85331821	-	608	exonic	2	158,450	0,303	ENST00000491034.1_1	-	85279598	85331827	LPAR3
chr1:86590528-86611866	chr1	86590528	86611866	-	1434	exonic	2	1369,65	0,21273	ENST00000370571.7_2	-	86194915	86622455	COL24A1
chr1:87181407-87190088	chr1	87181407	87190088	+	497	exonic	4	141,129,134,93	0,3782,6815,8588	ENST00000370558.8_3	+	87170258	87213867	SH3GLB1
chr1:87181407-87200862	chr1	87181407	87200862	+	751	exonic	8	141,129,134,93,39,24,90,101	0,3782,6815,8588,12678,14363,18877,19354	ENST00000482504.1_2	+	87170577	87208951	SH3GLB1
chr1:87181407-87208119	chr1	87181407	87208119	+	980	exonic	9	141,129,134,93,39,24,90,101,229	0,3782,6815,8588,12678,14363,18877,19354,26483	ENST00000482504.1_2	+	87170577	87208951	SH3GLB1
chr1:87181407-87208918	chr1	87181407	87208918	+	1088	exonic	10	141,129,134,93,39,24,90,101,229,108	0,3782,6815,8588,12678,14363,18877,19354,26483,27403	ENST00000482504.1_2	+	87170577	87208951	SH3GLB1
chr1:87185190-87190088	chr1	87185190	87190088	+	355	exonic	3	128,134,93	0,3032,4805	ENST00000370558.8_3	+	87170258	87213867	SH3GLB1
chr1:87188223-87190088	chr1	87188223	87190088	+	226	exonic	2	133,93	0,1772	ENST00000370558.8_3	+	87170258	87213867	SH3GLB1
chr1:89206671-89251896	chr1	89206671	89251896	+	1232	exonic	7	300,155,118,146,217,186,110	0,19233,29363,30432,30674,43650,45115	ENST00000370521.8_2	+	89149955	89301938	PKN2
chr1:89236035-89251896	chr1	89236035	89251896	+	776	exonic	5	117,146,217,186,110	0,1068,1310,14286,15751	ENST00000370521.8_2	+	89149955	89301938	PKN2
chr1:89251787-89271700	chr1	89251787	89271700	+	631	exonic	5	109,144,76,175,127	0,18286,18741,19392,19786	ENST00000370521.8_2	+	89149955	89301938	PKN2
chr1:89401782-89435150	chr1	89401782	89435150	-	1506	exonic	13	146,87,74,187,90,77,121,126,87,157,150,145,59	0,6905,7250,12991,16963,19049,25067,25281,25959,28456,28729,32570,33309	ENST00000446900.6_1	-	89401455	89454038	KYAT3
chr1:90470562-90478796	chr1	90470562	90478796	+	864	exonic	5	35,112,406,199,112	0,129,2341,5084,8122	ENST00000340281.9_3	+	90460668	90501092	ZNF326
chr1:90843599-90866684	chr1	90843599	90866684	-	23085	other	1	23085	0	NA	NA	NA	NA	NA
chr1:91382197-91447927	chr1	91382197	91447927	-	4158	exonic	5	350,103,606,3038,61	0,1411,20844,21631,65669	ENST00000337393.10_2	-	91380860	91487592	ZNF644
chr1:91403042-91447927	chr1	91403042	91447927	-	3704	exonic	3	605,3038,61	0,786,44824	ENST00000337393.10_2	-	91380860	91487592	ZNF644
chr1:91808987-91818856	chr1	91808987	91818856	-	649	exonic	7	80,48,134,95,146,102,44	0,3998,7307,8118,9075,9620,9825	ENST00000370425.8_2	-	91726322	91870394	HFM1
chr1:91808987-91851391	chr1	91808987	91851391	-	1840	exonic	16	80,48,134,95,146,102,44,89,201,159,78,152,133,71,48,260	0,3998,7307,8118,9075,9620,9825,31927,32096,34594,34972,35632,36673,37481,41756,42144	ENST00000370425.8_2	-	91726322	91870394	HFM1
chr1:91841084-91851391	chr1	91841084	91851391	-	1101	exonic	8	200,159,78,152,133,71,48,260	0,2497,2875,3535,4576,5384,9659,10047	ENST00000370425.8_2	-	91726322	91870394	HFM1
chr1:92554255-92595333	chr1	92554255	92595333	+	602	exonic	4	197,197,118,90	0,13774,19185,40988	ENST00000635934.1_3	+	92545861	92650282	BTBD8
chr1:92643368-92648152	chr1	92643368	92648152	+	2558	exonic	3	87,140,2331	0,500,2453	ENST00000635934.1_3	+	92545861	92650282	BTBD8
chr1:92733662-92757094	chr1	92733662	92757094	-	842	exonic	7	30,54,188,103,238,109,120	0,1617,3359,18384,20808,22092,23312	ENST00000370360.8_2	-	92711958	92764544	GLMN
chr1:92786156-92789932	chr1	92786156	92789932	+	966	exonic	2	35,931	0,2845	ENST00000610020.2_2	+	92764615	92867613	RPAP2
chr1:92789002-92811471	chr1	92789002	92811471	+	1163	exonic	4	930,83,81,69	0,9945,12901,22400	ENST00000610020.2_2	+	92764615	92867613	RPAP2
chr1:92798948-92811471	chr1	92798948	92811471	+	232	exonic	3	82,81,69	0,2955,12454	ENST00000610020.2_2	+	92764615	92867613	RPAP2
chr1:92798948-92846430	chr1	92798948	92846430	+	382	exonic	4	82,81,69,150	0,2955,12454,47332	ENST00000610020.2_2	+	92764615	92867613	RPAP2
chr1:93029199-93101893	chr1	93029199	93101893	-	773	exonic	6	95,96,147,159,141,135	0,41664,43938,60533,62151,72559	ENST00000370331.5_1	-	92974252	93257961	EVI5
chr1:93029199-93170301	chr1	93029199	93170301	-	1869	exonic	16	95,96,147,159,141,135,33,54,61,98,90,144,126,75,225,190	0,41664,43938,60533,62151,72559,99777,102296,113515,130159,130656,131667,134217,138498,139752,140912	ENST00000540033.2_1	-	92974252	93257961	EVI5
chr1:93070864-93091491	chr1	93070864	93091491	-	542	exonic	4	95,147,159,141	0,2273,18868,20486	ENST00000370331.5_1	-	92974252	93257961	EVI5
chr1:93070864-93101893	chr1	93070864	93101893	-	677	exonic	5	95,147,159,141,135	0,2273,18868,20486,30894	ENST00000370331.5_1	-	92974252	93257961	EVI5
chr1:93128276-93179579	chr1	93128276	93179579	-	51303	other	1	51303	0	ENST00000540033.2_1	-	92974252	93257961	EVI5
chr1:93128977-93170301	chr1	93128977	93170301	-	1095	exonic	10	32,54,61,98,90,144,126,75,225,190	0,2518,13737,30381,30878,31889,34439,38720,39974,41134	ENST00000540033.2_1	-	92974252	93257961	EVI5
chr1:93159359-93170301	chr1	93159359	93170301	-	947	exonic	7	97,90,144,126,75,225,190	0,496,1507,4057,8338,9592,10752	ENST00000370331.5_1	-	92974252	93257961	EVI5
chr1:94009664-94014983	chr1	94009664	94014983	+	486	exonic	4	109,133,95,149	0,2734,3239,5170	ENST00000271234.11_1	+	93913687	94020216	FNBP1L
chr1:94032836-94033408	chr1	94032836	94033408	-	324	exonic	2	212,112	0,460	ENST00000370244.5_2	-	94027347	94312706	BCAR3
chr1:94341824-94343418	chr1	94341824	94343418	-	1594	exonic	1	1594	0	ENST00000436063.7_2	-	94331839	94344762	DNTTIP2
chr1:94360170-94367225	chr1	94360170	94367225	-	462	exonic	4	114,203,60,85	0,2003,3224,6970	ENST00000370238.8_2	-	94350754	94374986	GCLM
chr1:94921289-94946162	chr1	94921289	94946162	+	24873	other	1	24873	0	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:94924163-94948795	chr1	94924163	94948795	+	786	exonic	9	36,99,89,70,98,124,57,143,70	0,6167,9311,15158,16535,17006,19651,21856,24562	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:94924163-94956803	chr1	94924163	94956803	+	1275	exonic	15	36,99,89,70,98,124,57,143,70,70,98,92,92,73,64	0,6167,9311,15158,16535,17006,19651,21856,24562,28934,29086,29284,31117,31295,32576	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:94953098-94972198	chr1	94953098	94972198	+	947	exonic	11	69,98,92,92,73,64,78,66,90,120,105	0,151,349,2182,2360,3641,11059,11240,11402,11952,18995	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:94955281-94980758	chr1	94955281	94980758	+	744	exonic	9	91,73,64,78,66,90,120,105,57	0,177,1458,8876,9057,9219,9769,16812,25420	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:94964158-94965170	chr1	94964158	94965170	+	353	exonic	4	77,66,90,120	0,180,342,892	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:94964158-94972198	chr1	94964158	94972198	+	458	exonic	5	77,66,90,120,105	0,180,342,892,7935	ENST00000370214.9_2	+	94883944	94984219	ABCD3
chr1:95609447-95616975	chr1	95609447	95616975	+	409	exonic	4	165,90,59,95	0,4810,6316,7433	ENST00000604534.5_2	+	95583478	95710511	TMEM56-RWDD3
chr1:95609447-95639445	chr1	95609447	95639445	+	483	exonic	5	165,90,59,95,74	0,4810,6316,7433,29924	ENST00000604534.5_2	+	95583478	95710511	TMEM56-RWDD3
chr1:98144651-98165858	chr1	98144651	98165858	-	21207	other	1	21207	0	ENST00000370192.7_1	-	97543298	98386579	DPYD
chr1:98144651-98187227	chr1	98144651	98187227	-	528	exonic	4	87,82,197,162	0,12621,20255,42414	ENST00000370192.7_1	-	97543298	98386579	DPYD
chr1:98144651-98206035	chr1	98144651	98206035	-	616	exonic	5	87,82,197,162,88	0,12621,20255,42414,61296	ENST00000370192.7_1	-	97543298	98386579	DPYD
chr1:99418626-99422297	chr1	99418626	99422297	-	383	exonic	2	250,133	0,3538	ENST00000370188.7_1	-	99355800	99470588	PLPPR5
