seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr8	62531537	62566219	34683	-	0.471	-0.927993969191068	0.00088100287892379	0.0020539540186619	ENSG00000198363	ASPH
chr17	65941525	65972074	30550	+	0.559	1.59608126975617	0.000883061896668479	0.00205634647516601	ENSG00000171634	BPTF
chr9	88190230	88248289	58060	-	0.336	-1.60504931037278	0.000909609556592549	0.00211569232146701	ENSG00000135049	AGTPBP1
chr2	168931492	168986268	54777	-	0.089	-1.84126636253382	0.000911056202067513	0.00211658447878228	ENSG00000198648	STK39
chr1	45553553	45553909	357	-	0.64	-1.55498127959659	0.000932421360120935	0.00216369572028063	ENSG00000162415	ZSWIM5
chr12	1399018	1399178	161	+	0.053	-1.72451344592984	0.000936383639340024	0.00217036068210243	ENSG00000082805	ERC1
chr4	113483527	113506881	23355	-	0.71	-1.5836462601383	0.000951072123787769	0.00220184255635052	ENSG00000138658	ZGRF1
chr2	136432902	136437894	4993	+	0.463	-1.17907080089207	0.000969650674637818	0.00224224679814622	ENSG00000048991	R3HDM1
chr11	33307959	33309057	1099	+	0.873	-0.699001797040854	0.000975545461718961	0.00225326103745064	ENSG00000110422	HIPK3
chr19	21587931	21588658	728	+	0.375	-1.54542135503112	0.000978447711321765	0.00225734576273654	ENSG00000196268	ZNF493
chr10	17199440	17210916	11477	-	0.581	-1.75618716762661	0.000983898157004734	0.00226729309096808	ENSG00000107614	TRDMT1
chr11	17899755	18029623	129869	-	0.202	-1.66964710360201	0.000995802543359078	0.00229207267494558	ENSG00000129158	SERGEF
chr20	40141485	40179999	38515	-	0.154	-1.44419177781613	0.000998448383312469	0.00229550892745396	ENSG00000124177	CHD6
chr9	114332371	114348445	16075	-	0.121	-1.5260747817929	0.00103097677114119	0.00236756026683059	ENSG00000106853	PTGR1
chr12	41408030	41423021	14992	+	0.026	-1.44849370477613	0.0010402096151317	0.00238601076466269	ENSG00000018236	CNTN1
chr10	32832228	32873232	41005	+	0.579	-1.07190796033967	0.00106428992261478	0.00243843640497816	ENSG00000216937	CCDC7
chr15	30053342	30065560	12219	-	0.233	-1.32424517224974	0.00107911482188702	0.00246956047169778	ENSG00000104067	TJP1
chr2	187604955	187618776	13822	+	0.093	-1.33315905669068	0.00110315022686876	0.00252166716612595	ENSG00000144369	FAM171B
chr2	148730308	148739650	9343	-	0.308	-1.54691531017061	0.00111066192662646	0.00253592648613908	ENSG00000115947	ORC4
chr7	155457869	155473602	15734	+	0.557	-1.28446150233486	0.00112715178982024	0.00257062911057514	ENSG00000184863	RBM33
chr7	136935977	136939721	3745	-	0.022	1.77314106500952	0.00115764220616818	0.00263609499471955	ENSG00000105894	PTN
chr3	183361268	183369064	7797	+	0.287	-1.74029530437546	0.0011585048319335	0.00263609499471955	ENSG00000114796	KLHL24
chr7	91924203	91981956	57754	+	0.248	-1.4576616438906	0.00117298568734707	0.00266599829167583	ENSG00000001629	ANKIB1
chr4	1902353	1906105	3753	+	0.095	-1.71330702405495	0.00117501825250344	0.00266757279445194	ENSG00000109685	NSD2
chr2	230723488	230725247	1760	-	0.105	-1.40276131793447	0.00118628169218249	0.00269007613796735	ENSG00000153827	TRIP12
chr9	99271955	99327765	55811	-	0.588	-1.13592865217799	0.00118846499029096	0.00269196108722333	ENSG00000081377	CDC14B
chr12	107236367	107237725	1359	+	0.16	-1.66267553023523	0.00120893827502971	0.00273522284725471	ENSG00000111785	RIC8B
chr1	243776973	243828185	51213	-	0.015	-1.38013337287738	0.0012119042707245	0.0027388211157917	ENSG00000117020	AKT3
chr1	8555123	8674745	119623	-	0.484	-1.46034674990056	0.00122517231465519	0.00276566675564453	ENSG00000142599	RERE
chr2	32399132	32409407	10276	+	0.5	-1.53263622608574	0.00124588849483663	0.0028092457454357	ENSG00000152683	SLC30A6
chr10	15838099	15889942	51844	-	0.259	-1.45381817654756	0.00125740367103818	0.00283200306452151	ENSG00000148481	MINDY3
chr9	100132204	100133988	1785	+	0.522	-1.37947567010794	0.001316094747954	0.00296084140471911	ENSG00000197816	CCDC180
chr2	170728746	170735084	6339	+	0.11	-1.28918213216539	0.00132524439415775	0.00297806048393688	ENSG00000144357	UBR3
chr16	68155890	68160513	4624	+	0.578	0.960913169195854	0.00133555152118676	0.00299783887111932	ENSG00000072736	NFATC3
chr7	33397467	33427756	30290	+	0.2	1.25711020660838	0.0013616623584763	0.00305300648167378	ENSG00000122507	BBS9
chr8	27382879	27394372	11494	+	0.5	-1.73169571229174	0.00139408237225805	0.00312217998106387	ENSG00000120915	EPHX2
chr8	141749117	141762415	13299	-	0.465	-1.72950493201623	0.00139666452994212	0.00312444840349973	ENSG00000169398	PTK2
chr2	15629018	15651474	22457	-	0.088	-1.50203864566859	0.00140937984254781	0.00314935495680436	ENSG00000151779	NBAS
chr13	101910794	101944717	33924	-	0.043	-1.52817383057625	0.00142121824964989	0.00317224835768265	ENSG00000102452	NALCN
chr10	32740520	32873232	132713	+	0.561	-1.8186058973923	0.00145146598307019	0.00323613524332895	ENSG00000216937	CCDC7
chr11	103173822	103187349	13528	+	0.358	-1.82060216594767	0.00146587131505345	0.00326459707860338	ENSG00000187240	DYNC2H1
chr13	78318418	78327493	9076	+	0.022	-1.49915668575757	0.00147278242861728	0.00327632381606368	ENSG00000139737	SLAIN1
chr7	158552177	158591763	39587	-	0.135	-1.44456716347441	0.00148511331596202	0.00330006764741113	ENSG00000117868	ESYT2
chr12	83250789	83251359	571	+	0.5	-1.41159409474965	0.00148818076813035	0.00330319722335286	ENSG00000179104	TMTC2
chr8	141828376	141874498	46123	-	0.044	-1.53938490371913	0.00149589846721661	0.00331663012052146	ENSG00000169398	PTK2
chr10	7839010	7844817	5808	+	0.708	-1.39919282373086	0.00150944175953328	0.00334293497578505	ENSG00000165629	ATP5F1C
chr17	8141349	8141947	599	-	0.585	-1.64785958913404	0.00152669313069676	0.00337452769353414	ENSG00000178971	CTC1
chr2	215632206	215661841	29636	-	0.25	1.65768590960948	0.00152781351369019	0.00337452769353414	ENSG00000138376	BARD1
chr14	33684388	33684793	406	+	0.37	1.10986005338281	0.00152879155176685	0.00337452769353414	ENSG00000151322	NPAS3
chr16	80718435	80719026	592	-	0.662	-1.70228128534458	0.00154308459264244	0.00340230500991262	ENSG00000166446	CDYL2
chr15	50878589	50884823	6235	-	0.596	-1.31380063217164	0.0015616140665958	0.00343935133472593	ENSG00000092439	TRPM7
chr2	175976296	175986268	9973	-	0.076	-1.39160080577971	0.00157057860255906	0.00345527292562994	ENSG00000115966	ATF2
chr9	87635121	87683434	48314	+	0.115	-1.55978186125453	0.00157362814978976	0.00345816075742982	n/a	
chr10	52220433	52350007	129575	-	0.225	-1.568595227566	0.00159632421265885	0.00350416924741321	ENSG00000198964	SGMS1
chr12	27867713	27877119	9407	+	0.545	-1.38101122037042	0.001600636213664	0.00350976508965312	ENSG00000061794	MRPS35
chr7	77407655	77408131	477	+	0.449	-2.01941123020171	0.00161485782265772	0.00353705382278494	ENSG00000187257	RSBN1L
chr5	124036707	124036962	256	-	0.356	1.36087986226858	0.00164316487644101	0.00359510029559785	ENSG00000168916	ZNF608
chr17	28011581	28030080	18500	-	0.312	1.82477357135576	0.00164709337834376	0.00359788247186347	ENSG00000141298	SSH2
chr7	91924203	91936970	12768	+	0.12	-1.5587121016681	0.00164805063502737	0.00359788247186347	ENSG00000001629	ANKIB1
chr13	44058145	44080362	22218	-	0.706	-1.53717053695777	0.0016568670844772	0.00360987202297472	ENSG00000120658	ENOX1
chr15	69502655	69553668	51014	+	0.682	-2.90560315148362	0.00165716877398237	0.00360987202297472	ENSG00000138604	GLCE
chr3	125279223	125301822	22600	-	0.174	-1.55809495376647	0.00167518893094796	0.00364513788143977	ENSG00000144909	OSBPL11
chr16	22142526	22143050	525	+	0.667	2.27546659856845	0.00168544658082869	0.00366345430396279	ENSG00000175267	VWA3A
chr12	99145133	99225914	80782	-	0.071	-1.56741480169985	0.0017511936506794	0.00380220998746204	ENSG00000185046	ANKS1B
chr8	42761316	42873637	112322	+	0.375	-1.67964126506503	0.00179225093737317	0.0038871150504466	ENSG00000168172	HOOK3
chr10	34558585	34573173	14589	-	0.556	2.02105457943331	0.00182253542014056	0.00394849621490736	ENSG00000148498	PARD3
chr18	76856476	76886375	29900	+	0.244	-1.17638006505193	0.001848538983255	0.00400047947354424	ENSG00000166377	ATP9B
chr1	8555123	8617582	62460	-	0.498	-1.6720472222485	0.0018772719470965	0.00405825021353869	ENSG00000142599	RERE
chr3	154013073	154024084	11012	-	0.311	-1.413265434684	0.00190987129949385	0.00412424485606535	ENSG00000174953	DHX36
chr13	78293667	78320990	27324	+	0.053	-1.48627225482642	0.00191705672044768	0.00413158071145601	ENSG00000139737	SLAIN1
chr7	22347958	22357656	9699	-	0.397	-1.71307919582978	0.00191741867271992	0.00413158071145601	ENSG00000136237	RAPGEF5
chr17	29550462	29554624	4163	+	0.209	-1.47748916237953	0.00194368461569553	0.00418092037876214	ENSG00000196712	NF1
chr12	99166820	99194903	28084	-	0.074	-1.42478127109149	0.00194451645943433	0.00418092037876214	ENSG00000185046	ANKS1B
chr12	99166820	99225914	59095	-	0.12	-1.42673890546219	0.00195893536604558	0.00420737897928453	ENSG00000185046	ANKS1B
chr9	88211277	88248289	37013	-	0.297	-1.79444331277897	0.00200628961544662	0.00430444248314032	ENSG00000135049	AGTPBP1
chr1	145015860	145021167	5308	-	0.028	-1.40449799600257	0.0020152808693345	0.00431907880607641	ENSG00000178104	PDE4DIP
chr8	17601113	17613470	12358	-	0.667	-1.78689648080652	0.00202019804608982	0.00432496162340305	ENSG00000129422	MTUS1
chr8	18622959	18662408	39450	-	0.429	0.758577683394073	0.00203092227219722	0.00434325053055281	ENSG00000156011	PSD3
chr15	72324835	72338975	14141	-	0.099	-1.43599026711059	0.0020461216611045	0.0043710603296771	ENSG00000066933	MYO9A
chr9	37126309	37147442	21134	+	0.581	-1.50466497631471	0.00208543342554413	0.00445026575590392	ENSG00000147905	ZCCHC7
chr4	1902353	1920350	17998	+	0.094	-1.49616133074075	0.00208795376674421	0.00445087360769563	ENSG00000109685	NSD2
chr17	57808782	57851246	42465	+	0.24	-1.35853750556583	0.00211014148967004	0.00449336011329738	ENSG00000062716	VMP1
chrY	15021271	15024974	3704	+	0.303	-1.40698297869641	0.0021229203597628	0.00451574191911083	ENSG00000067048	DDX3Y
chr10	117221451	117278834	57384	+	0.055	-1.62991202827167	0.00215165480316276	0.00457197941632557	ENSG00000107518	ATRNL1
chr2	99802640	99812219	9580	+	0.373	-2.32092675220937	0.00218416471741294	0.00463611082342129	ENSG00000241962	
chr7	35050080	35058208	8129	-	0.649	1.27815260631469	0.00220049522552946	0.00466579978064872	ENSG00000173852	DPY19L1
chr1	12335882	12338095	2214	+	0.262	-1.28596992121485	0.00220687005088459	0.0046743385865013	ENSG00000048707	VPS13D
chr11	120346049	120348235	2187	+	0.157	-1.35309568757102	0.00221229398957656	0.00468084732544838	ENSG00000196914	ARHGEF12
chr8	141799573	141874498	74926	-	0.025	-1.52019057496345	0.00222624057076108	0.0047053556012583	ENSG00000169398	PTK2
chrX	133607389	133632714	25326	+	0.133	-1.41776590149583	0.0022455031806929	0.0047410358777938	ENSG00000165704	HPRT1
chr18	32335940	32374214	38275	+	0.069	-1.46099976832677	0.00225555279784289	0.00475720934375549	ENSG00000134769	DTNA
chr20	58415424	58416590	1167	+	0.074	-1.59224536457848	0.00228572603609476	0.00481574660091499	ENSG00000087495	PHACTR3
chr8	109462052	109468159	6108	+	0.352	-1.29867222930126	0.00231025638963065	0.00486228379678079	ENSG00000104412	EMC2
chr8	136533480	136569830	36351	+	0.06	-1.37503921304963	0.00232259242738521	0.00488308502948676	ENSG00000131773	KHDRBS3
chr14	67490350	67589094	98745	+	0.232	-1.55192922275572	0.00233397790071992	0.00490184599191283	ENSG00000171723	GPHN
chr3	196857398	196876667	19270	-	0.188	-1.23806442437376	0.00234869698504735	0.00492756132479375	ENSG00000075711	DLG1
chr6	111208708	111211559	2852	+	0.089	1.74648187760732	0.00237403825981935	0.00497548439505297	ENSG00000123505	AMD1
chr3	110830877	110845182	14306	+	0.214	-1.70120233048786	0.00239366042433031	0.00501133323327196	ENSG00000177707	NECTIN3
chr4	68594258	68598063	3806	+	0.842	-1.54963138726773	0.00240986325903336	0.00503995561841956	ENSG00000248049	UBA6-AS1
chr12	90013776	90029028	15253	-	0.07	-1.67558671627664	0.00247992264361553	0.00518103461011387	ENSG00000070961	ATP2B1
chr2	73659326	73682422	23097	+	0.4	-1.60929758043429	0.00248275492910548	0.00518151474198009	ENSG00000116127	ALMS1
chr15	59323003	59323901	899	+	0.405	-1.43054946393318	0.00250107526841272	0.00521428362241855	ENSG00000157450	RNF111
chr19	58436991	58439415	2425	-	0.793	-1.47177730124737	0.00256933408394193	0.00535098761624307	ENSG00000196724	ZNF418
chr6	13632602	13659064	26463	-	0.205	-1.5558933108124	0.00259637303172768	0.0054016496407208	ENSG00000010017	RANBP9
chr10	7262373	7327916	65544	-	0.467	-1.44421777627806	0.00260892014932625	0.00541904748480444	ENSG00000198879	SFMBT2
chr4	54249940	54310270	60331	+	0.206	-1.30675772870739	0.00261017907480033	0.00541904748480444	ENSG00000145216	FIP1L1
chr7	152007051	152012423	5373	-	0.242	0.830205587474004	0.0027030322822814	0.00560597632710654	ENSG00000055609	KMT2C
chr4	1902353	1936989	34637	+	0.145	-1.18437678970854	0.00275395160459823	0.00570563750754951	ENSG00000109685	NSD2
chr5	139819704	139828890	9187	+	0.193	-1.0715549392525	0.00276608861667221	0.00572482581683407	ENSG00000254996	ANKHD1-EIF4EBP3
chr4	110412483	110416012	3530	+	0.346	-1.12091931995278	0.0027788305721176	0.00574522499385892	ENSG00000138802	SEC24B
chr11	13435077	13443385	8309	-	0.276	-1.35404736855424	0.00281596116909825	0.00581595299551309	ENSG00000148925	BTBD10
chr16	68893787	68914533	20747	+	0.353	-1.31086794737321	0.00282261031903232	0.00582287210062579	ENSG00000103047	TANGO6
chr14	91409422	91467503	58082	-	0.229	-1.53507116230564	0.00282516044661201	0.00582287210062579	ENSG00000100784	RPS6KA5
chr11	17981017	18029623	48607	-	0.095	-1.30366512085026	0.00285392916510002	0.00587608373083159	ENSG00000129158	SERGEF
chr5	145144494	145202697	58204	-	0.333	-1.22600250225558	0.00289013168398319	0.00594447539546543	ENSG00000186314	PRELID2
chr1	78177432	78181553	4122	-	0.11	-1.08971277159314	0.00289565476819138	0.00594968900254803	ENSG00000077254	USP33
chr2	230723488	230744844	21357	-	0.16	-1.05758665274976	0.0029013060893238	0.00595515507612752	ENSG00000153827	TRIP12
chr6	117013218	117047785	34568	+	0.16	-1.39449271301838	0.00291526959530547	0.0059776537221969	ENSG00000196911	KPNA5
chr2	40366541	40405633	39093	-	0.324	-2.26104583590109	0.00292235556653915	0.00598601844956734	ENSG00000183023	SLC8A1
chr2	99786013	99787892	1880	-	0.261	1.59865156813004	0.00298189120748202	0.00610169105251461	ENSG00000158411	MITD1
chr4	36212012	36231267	19256	-	0.043	-1.34499643910524	0.00301587937691383	0.00616348975160838	ENSG00000047365	ARAP2
chr14	70633356	70635201	1846	-	0.267	-1.53349938528554	0.00301828352979315	0.00616348975160838	ENSG00000100678	SLC8A3
chr8	133595941	133673873	77933	-	0.667	-1.69719225724989	0.00305048693391608	0.0062228683252325	ENSG00000129295	LRRC6
chr14	23378692	23380612	1921	-	0.216	1.09803718208262	0.00313400337315292	0.00638669469390733	ENSG00000100461	RBM23
chr14	73614503	73640415	25913	+	0.209	-1.53186379879529	0.00315975953504573	0.00643259839905526	ENSG00000080815	PSEN1
chr14	32559708	32563592	3885	+	0.361	1.41173416864535	0.00322144788429475	0.00655148389952078	ENSG00000100852	ARHGAP5
chr1	21220010	21268823	48814	-	0.284	-1.43920464859859	0.00326284607576068	0.00662890462942808	ENSG00000075151	EIF4G3
chr10	98303833	98336586	32754	-	0.205	-1.21380723953844	0.00328395099782548	0.00666498107713613	ENSG00000077147	TM9SF3
chr3	66286968	66313803	26836	+	0.455	-1.2823718334348	0.00336336232690866	0.00681919999274454	ENSG00000144741	SLC25A26
chr18	29691717	29704808	13092	+	0.821	-1.37704114134616	0.00337680532128523	0.00683949073721149	ENSG00000134758	RNF138
chr15	85081763	85098301	16539	-	0.64	-1.41676448594227	0.00339409980640678	0.00686753324649991	ENSG00000189136	UBE2Q2P1
chr8	133634857	133673873	39017	-	0.762	-1.1230102259294	0.00344143556131534	0.00695624183002929	ENSG00000129295	LRRC6
chr1	117944808	117984947	40140	+	0.711	-0.849219090264313	0.00349743591204531	0.00705912985379498	ENSG00000198162	MAN1A2
chr10	52193236	52350007	156772	-	0.543	-1.95404567397084	0.00349942800888782	0.00705912985379498	ENSG00000198964	SGMS1
chr4	77055328	77065626	10299	-	0.667	0.933704654191411	0.00356221408385819	0.0071785103653458	ENSG00000138750	NUP54
chr13	30782714	30857928	75215	-	0.263	-1.56628367141907	0.0035728628895983	0.00719268959877675	ENSG00000102781	KATNAL1
chr15	83819967	83832827	12861	-	0.093	-1.41571686969446	0.00358690922751071	0.00721367300199375	ENSG00000166503	HDGFL3
chr18	21644104	21663045	18942	+	0.788	-1.30220563403293	0.00367022739059068	0.00737378681601014	ENSG00000168234	TTC39C
chr11	85707869	85742653	34785	-	0.319	-0.821621634226317	0.00377904618018342	0.00758475901688024	ENSG00000073921	PICALM
chr18	60212035	60223530	11496	+	0.571	-1.31110771479446	0.0037937609801742	0.00760662448290718	ENSG00000141664	ZCCHC2
chr7	155465561	155473602	8042	+	0.352	0.841624531849271	0.00380734373254667	0.00762617844215335	ENSG00000184863	RBM33
chr3	15452752	15457449	4698	-	0.364	-1.39492996713989	0.00382538035891743	0.00765460532121066	ENSG00000206562	METTL6
chr10	49609655	49618211	8557	+	0.313	-1.2864975717854	0.00383746321441049	0.00767107355410773	ENSG00000107643	MAPK8
chr1	23376880	23385660	8781	+	0.135	-1.23118735559395	0.00386898653427112	0.00772633118328364	ENSG00000004487	KDM1A
chr13	20625573	20641530	15958	+	0.2	-0.966266096711247	0.00389109548427331	0.00776269650219255	ENSG00000121741	ZMYM2
chr16	18852887	18856973	4087	-	0.185	-1.17885309715287	0.00389587449421194	0.00776445056854452	ENSG00000157106.12	
chr1	1601103	1666274	65172	-	0.609	2.5137253618263	0.00392060594719119	0.00779897759905254	n/a	
chr15	30058469	30092905	34437	-	0.042	-1.54036413164769	0.00392103293654023	0.00779897759905254	ENSG00000104067	TJP1
chr1	169947226	170001116	53891	-	0.268	-1.16891552219131	0.00396740500709458	0.00788333669573384	ENSG00000075945	KIFAP3
chr12	89860547	89866052	5506	-	0.49	-1.73326050960815	0.00408350260652199	0.00810593588193946	ENSG00000139323	POC1B
chr3	3819409	3830758	11350	-	0.889	1.11239721117937	0.00411318039624437	0.00815671530769177	ENSG00000144455	SUMF1
chr12	122861936	122865105	3170	-	0.278	-1.44766629733483	0.00412187073713561	0.00816581555983781	ENSG00000130779	CLIP1
chr21	38480692	38505066	24375	+	0.593	-1.52042792438022	0.0041395906738052	0.00819276842102003	ENSG00000182670	TTC3
chr5	107521818	107684231	162414	-	0.153	-1.3684540571988	0.00422945535930551	0.00836230945419789	ENSG00000145743	FBXL17
chr2	197084763	197085665	903	-	0.222	-1.56623910089769	0.0043055097377568	0.00849990179243693	ENSG00000138411	HECW2
chr1	193110980	193121574	10595	+	0.093	-1.34846409787867	0.00430758458491656	0.00849990179243693	ENSG00000134371	CDC73
chr11	92042770	92088570	45801	+	0.31	-1.62698528949989	0.00436196196078921	0.00859867946923892	n/a	
chr10	116975455	117075246	99792	+	0.025	-1.56422894045295	0.00439533248650485	0.0086558921667964	ENSG00000107518	ATRNL1
chr14	53003437	53011089	7653	-	0.394	-1.2650054799368	0.00443321213632188	0.00872186300732892	ENSG00000087301	TXNDC16
chr1	7837220	7838229	1010	+	0.216	1.15979357872236	0.00444874723679626	0.00874378652365386	ENSG00000049245	VAMP3
chr7	158662546	158669382	6837	+	0.2	1.47178990167993	0.00450267208071505	0.00884104547603911	ENSG00000126870	DYNC2I1
chr10	99196174	99197507	1334	-	0.535	-0.913011486920375	0.00453307106828746	0.00889196502163579	ENSG00000171311	EXOSC1
chr12	27521195	27523163	1969	+	0.4	-1.4709084884175	0.00457295628345858	0.00895374880164953	ENSG00000029153	ARNTL2
chr5	108103794	108134090	30297	+	0.115	-1.3362130778794	0.00457356229597065	0.00895374880164953	ENSG00000151422	FER
chr7	153555575	153562137	6563	+	0.51	-2.50708160522566	0.00458775713421677	0.00897271557389548	n/a	
chr19	52785364	52786666	1303	+	0.435	1.5556823862441	0.00461462104374262	0.00901639891863745	ENSG00000196214	ZNF766
chr7	7273934	7283381	9448	+	0.121	-1.30730639602881	0.00463503216276798	0.00904740101575593	ENSG00000106392	C1GALT1
chr1	32381496	32385259	3764	-	0.829	-1.2146120317931	0.0046758925373847	0.00911821943382266	ENSG00000184007	PTP4A2
chr10	5741488	5756170	14683	+	0.6	-1.18218182352857	0.00482418635707667	0.00939819475238714	ENSG00000108021	TASOR2
chr1	78098800	78107340	8541	-	0.164	-1.17778861889887	0.00483928777044212	0.0094183987790325	ENSG00000036549	ZZZ3
chr8	104897526	104898451	926	+	0.18	-1.63762909640558	0.00489541068082601	0.00951832291555136	ENSG00000176406	RIMS2
chr17	57148184	57161450	13267	-	0.075	-1.70055379293798	0.00491096035380155	0.00953924103845745	ENSG00000108395	TRIM37
chr9	129102787	129157976	55190	+	0.358	-1.20138024032281	0.00494743028896921	0.0096007151124149	ENSG00000196814	MVB12B
chr16	48290521	48311390	20870	+	0.061	-1.33095240908504	0.00505162102541859	0.00979335682727206	ENSG00000102910	LONP2
chr15	72810408	72853890	43483	+	0.182	-1.49614059951924	0.00506467067167921	0.00980910438454602	ENSG00000166233	ARIH1
chr7	77789342	77814987	25646	-	0.694	-1.78496049275033	0.00523862518492536	0.0101361542693745	ENSG00000187391	MAGI2
chr6	71442081	71483128	41048	+	0.14	-1.56147983114427	0.00528658977251744	0.0102190293563905	ENSG00000112305	SMAP1
chr19	45781181	45783992	2812	+	0.143	-1.3398632148817	0.00532726135871608	0.010287659908054	ENSG00000007047	MARK4
chr14	40111917	40125012	13096	+	0.4	-1.25544956412533	0.00533733895734423	0.0102971335892174	ENSG00000258526	
chr6	99912480	99916494	4015	-	0.064	-1.72618924640549	0.00548232737467051	0.0105666154917415	ENSG00000123552	USP45
chr1	243579004	243589860	10857	+	0.59	-0.777364189850773	0.00554469310478284	0.0106764835315499	ENSG00000054282	SDCCAG8
chr9	138741983	138774924	32942	-	0.457	-1.14743066476796	0.00558151660082366	0.0107370043982994	ENSG00000130559	CAMSAP1
chr13	84376512	84389879	13368	-	0.881	-1.70451089274951	0.00567676183728304	0.0109096841872882	n/a	
chr10	225934	267296	41363	+	0.098	-1.22281411972199	0.00570708343159944	0.0109573800504479	ENSG00000015171	ZMYND11
chr19	47421745	47425613	3869	+	0.168	-1.07008033103042	0.00573794425110172	0.0110060183082308	n/a	
chr2	73761951	73800551	38601	+	0.258	-1.53885341386949	0.00575925356019507	0.0110362597096712	ENSG00000116127	ALMS1
chr5	67522118	67522837	720	+	0.135	-1.25085892280477	0.00582979254728012	0.0111606893861872	ENSG00000145675	PIK3R1
chrX	110385324	110416309	30986	+	0.475	-1.61706075813061	0.00584180368523822	0.0111672853649675	ENSG00000077264	PAK3
chrX	79988955	79991587	2633	-	0.294	-1.46665376707281	0.00584445572591467	0.0111672853649675	ENSG00000165288	BRWD3
chr1	243480057	243589860	109804	+	0.214	-1.50287934547153	0.00590183940117566	0.0112661191253507	ENSG00000054282	SDCCAG8
chr19	8520289	8528570	8282	+	0.277	0.914953737019988	0.00594906322406725	0.0113422500145949	ENSG00000099783	HNRNPM
chr5	142416761	142437312	20552	+	0.378	-1.5632628838602	0.00595311464854431	0.0113422500145949	ENSG00000145819	ARHGAP26
chr4	113483527	113511030	27504	-	0.526	-1.71232429143652	0.00597813120262897	0.0113719685907695	ENSG00000138658	ZGRF1
chr22	46085592	46136418	50827	+	0.177	-1.28360132737608	0.00598013617003296	0.0113719685907695	ENSG00000130638	ATXN10
chr7	618893	647089	28197	-	0.019	-1.5951245336025	0.00600072308455813	0.0114002286844993	ENSG00000188191	PRKAR1B
chr15	76146727	76175765	29039	+	0.324	-1.35134269356572	0.00602716556833757	0.0114395487574453	ENSG00000140367	UBE2Q2
chr22	38890635	38897285	6651	-	0.104	-1.02451748852967	0.0060830215019415	0.0115345674384434	ENSG00000100201	DDX17
chr4	3088666	3109150	20485	+	0.543	-1.01353626167515	0.00610997935009	0.0115746611665359	ENSG00000197386	HTT
chr5	43675613	43704502	28890	+	0.155	-1.100475666185	0.00614789394698613	0.01163541525518	ENSG00000112992	NNT
chr6	107824861	107827631	2771	+	0.543	-1.01029329142807	0.00624172584363921	0.0118017817233482	ENSG00000112320	SOBP
chr7	38050523	38053183	2661	+	0.87	-1.46182810956533	0.00626036347156232	0.0118257909600385	ENSG00000106483	SFRP4
chr10	70246901	70253327	6427	-	0.179	-1.24961802709108	0.0062895851202772	0.0118697288857554	ENSG00000122912	SLC25A16
chr22	28290543	28310335	19793	-	0.423	-0.897697344957882	0.00639571141514498	0.0120585808973046	ENSG00000180957	PITPNB
chr5	109103236	109125228	21993	+	0.1	-1.43615740118496	0.0064154555824874	0.0120843633535784	ENSG00000112893	MAN2A1
chr1	8716032	8716500	469	-	0.5	-0.83792781281877	0.00648894571841017	0.0122112390598815	ENSG00000142599	RERE
chr9	33986758	33998862	12105	-	0.25	-1.04689199059553	0.00654357022767716	0.0123024063487301	ENSG00000137073	UBAP2
chr1	233334685	233372726	38042	-	0.176	-1.21981191895658	0.00656847086265594	0.0123375712146679	ENSG00000135749	PCNX2
chr4	54249940	54319300	69361	+	0.276	-1.35619458280559	0.00659105866593823	0.0123673716985063	ENSG00000145216	FIP1L1
chr9	88920107	88924932	4826	-	0.345	1.50836345689927	0.00659675979096621	0.0123673716985063	ENSG00000083223	TUT7
chr9	136277419	136278041	623	-	0.842	-1.27771522109741	0.00664736049949163	0.0124505124689443	ENSG00000148300	REXO4
chr5	65284463	65290692	6230	+	0.025	0.910337223436175	0.00665476830845302	0.0124526726523778	ENSG00000112851	ERBIN
chr3	170906491	170912424	5934	-	0.302	1.04744971542886	0.00667935019376715	0.012486935432667	ENSG00000154310	TNIK
chr13	103459496	103486902	27407	+	0.579	-1.36542814188032	0.0067460035685206	0.0125997121059329	ENSG00000270181	BIVM-ERCC5
chr3	145820542	145842016	21475	-	0.176	1.74140980595557	0.00677380788175771	0.012639785841218	ENSG00000152952	PLOD2
chr10	32740520	32770710	30191	+	0.6	-1.28324702809538	0.00679253925792434	0.0126628704705312	ENSG00000216937	CCDC7
chr18	59157635	59174793	17159	+	0.244	-1.42123371148828	0.00680928896782034	0.0126822210803838	ENSG00000101542	CDH20
chr7	90376996	90419967	42972	+	0.054	1.60018026265052	0.00686252852247067	0.0127694339142422	ENSG00000058091	CDK14
chr21	46548317	46554747	6431	+	0.526	-1.22007313449816	0.0069328316254795	0.01288820519732	ENSG00000197381	ADARB1
chr2	113057426	113057606	181	+	0.593	0.795384951453977	0.00700657139297044	0.0130131377270561	ENSG00000188177	ZC3H6
chr11	46515158	46529920	14763	-	0.093	-1.32405375148505	0.00706010426348006	0.0131003425802319	ENSG00000110497	AMBRA1
chr5	43161351	43162033	683	+	0.788	-1.25904109111196	0.00722172880631543	0.0133877672750224	ENSG00000172262	ZNF131
chr1	155408118	155429689	21572	-	0.248	-0.800490353784103	0.00728315793573081	0.0134890860000372	ENSG00000116539	ASH1L
chr16	67644727	67646024	1298	+	0.333	-1.11403035022797	0.00729976006353036	0.0135072697829823	ENSG00000102974	CTCF
