circBase ID,circBank ID,riboCIRC ID,riboCIRC ORF ID,ORF Length,Host_Gene,Refseq,Hg19,Hg38,Strand,GPL19978_GPL21825,GPL19978_GPL21825_Probe,Spliced Seq Length,Annotation
hsa_circ_0007249,hsa_circZCCHC17_008,N/A,N/A,N/A,ZCCHC17,NM_016505,chr1:31810021-31821821,chr1:31337174-31348974,+,hsa_circRNA_007249,ASCRP3002525,440,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007364,hsa_circPTP4A2_004,hsa_circPTP4A2_001,hsa_circPTP4A2_001_94,95,PTP4A2,NM_080391,chr1:32381495-32385259,chr1:31915894-31919658,-,hsa_circRNA_100141,ASCRP3009204,782,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0007231,hsa_circKHDRBS1_010,N/A,N/A,N/A,KHDRBS1,NM_006559,chr1:32502510-32504220,chr1:32036909-32038619,+,hsa_circRNA_100143,ASCRP3005897,404,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0011422,hsa_circZBTB8A_008,N/A,N/A,N/A,ZBTB8A,NM_001040441,chr1:33058531-33059355,chr1:32592930-32593754,+,hsa_circRNA_100148,ASCRP3009187,824,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0000048,hsa_circRNF19B_003,N/A,N/A,N/A,RNF19B,NM_153341,chr1:33413822-33415375,chr1:32948221-32949774,-,hsa_circRNA_100156,ASCRP3002926,351,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0009027,hsa_circZNF362_012,N/A,N/A,N/A,ZNF362,NM_152493,chr1:33760537-33760906,chr1:33294936-33295305,+,N/A,N/A,238,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003730,hsa_circZMYM1_016,N/A,N/A,N/A,ZMYM1,NM_024772,chr1:35569895-35576048,chr1:35104294-35110447,+,N/A,N/A,542,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0011536,hsa_circZMYM4_006,N/A,N/A,N/A,ZMYM4,NM_005095,chr1:35824525-35827390,chr1:35358924-35361789,+,hsa_circRNA_100160,ASCRP3003850,755,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0002043,hsa_circZMYM4_015,N/A,N/A,N/A,ZMYM4,NM_005095,chr1:35846859-35847359,chr1:35381258-35381758,+,hsa_circRNA_100161,ASCRP3001468,388,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000051,hsa_circZMYM4_017,N/A,N/A,N/A,ZMYM4,NM_005095,chr1:35846859-35854683,chr1:35381258-35389082,+,hsa_circRNA_100162,ASCRP3010382,1255,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0113160,hsa_circZMYM4_026,N/A,N/A,N/A,ZMYM4,ENST00000314607.6,chr1:35846861-35854683,chr1:35381260-35389082,+,N/A,N/A,1253,"ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0011542,hsa_circZMYM4_018,N/A,N/A,N/A,ZMYM4,NM_005095,chr1:35846859-35855699,chr1:35381258-35390098,+,hsa_circRNA_100163,ASCRP3003134,1406,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113161,hsa_circZMYM4_027,N/A,N/A,N/A,ZMYM4,ENST00000314607.6,chr1:35846861-35855699,chr1:35381260-35390098,+,N/A,N/A,1404,"ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113170,hsa_circZMYM4_044,N/A,N/A,N/A,ZMYM4,ENST00000314607.6,chr1:35857812-35865177,chr1:35392211-35399576,+,N/A,N/A,941,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0011571,hsa_circKIAA0319L_007,N/A,N/A,N/A,KIAA0319L,NM_024874,chr1:35936463-35944813,chr1:35470862-35479212,-,hsa_circRNA_100166,ASCRP3009323,447,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0011572,hsa_circKIAA0319L_006,N/A,N/A,N/A,KIAA0319L,NM_024874,chr1:35940405-35944813,chr1:35474804-35479212,-,hsa_circRNA_100167,ASCRP3000313,349,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113198,hsa_circAGO4_009,N/A,N/A,N/A,AGO4,ENST00000373210.3,chr1:36297027-36301594,chr1:35831426-35835993,+,N/A,N/A,876,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0011725,hsa_circINPP5B_019,N/A,N/A,N/A,INPP5B,NM_005540,chr1:38329983-38334286,chr1:37864311-37868614,-,hsa_circRNA_011725,ASCRP3008090,439,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005807,hsa_circINPP5B_017,N/A,N/A,N/A,INPP5B,NM_005540,chr1:38332130-38339760,chr1:37866458-37874088,-,N/A,N/A,531,"ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113257,hsa_circ_chr1_00007,N/A,N/A,N/A,None,None,chr1:38820191-38820768,chr1:38354519-38355096,+,N/A,N/A,577,INTERGENIC
hsa_circ_0011774,hsa_circMACF1_011,N/A,N/A,N/A,MACF1,NM_012090,chr1:39747879-39753234,chr1:39282207-39287562,+,N/A,N/A,1257,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0011837,hsa_circMACF1_108,N/A,N/A,N/A,MACF1,NM_012090,chr1:39851105-39854330,chr1:39385433-39388658,+,N/A,N/A,1968,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005788,hsa_circMACF1_123,N/A,N/A,N/A,MACF1,NM_012090,chr1:39900085-39905172,chr1:39434413-39439500,+,N/A,N/A,891,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113325,hsa_circTRIT1_015,N/A,N/A,N/A,TRIT1,NM_017646,chr1:40306806-40313769,chr1:39841134-39848097,-,N/A,N/A,1310,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0006164,hsa_circTRIT1_012,N/A,N/A,N/A,TRIT1,NM_017646,chr1:40306806-40323089,chr1:39841134-39857417,-,N/A,N/A,1839,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0011885,hsa_circPPT1_003,N/A,N/A,N/A,PPT1,NM_000310,chr1:40555081-40558179,chr1:40089409-40092507,-,hsa_circRNA_011885,ASCRP3013296,412,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0006373,hsa_circRLF_006,N/A,N/A,N/A,RLF,NM_012421,chr1:40654726-40668286,chr1:40189054-40202614,+,hsa_circRNA_006373,ASCRP3012194,573,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113336,hsa_circRLF_007,N/A,N/A,N/A,RLF,NM_012421,chr1:40654726-40688382,chr1:40189054-40222710,+,N/A,N/A,710,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0007302,hsa_circRLF_010,N/A,N/A,N/A,RLF,NM_012421,chr1:40656443-40668286,chr1:40190771-40202614,+,hsa_circRNA_007302,ASCRP3012183,418,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008985,hsa_circZMPSTE24_003,hsa_circZMPSTE24_001,hsa_circZMPSTE24_001_121,122,ZMPSTE24,NM_005857,chr1:40733457-40737707,chr1:40267785-40272035,+,N/A,N/A,499,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008985,hsa_circZMPSTE24_003,hsa_circZMPSTE24_001,hsa_circZMPSTE24_001_198,199,ZMPSTE24,NM_005857,chr1:40733457-40737707,chr1:40267785-40272035,+,N/A,N/A,499,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113345,hsa_circSMAP2_002,N/A,N/A,N/A,SMAP2,NM_022733,chr1:40869355-40875507,chr1:40403683-40409835,+,N/A,N/A,3351,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0113351,hsa_circRIMS3_005,N/A,N/A,N/A,RIMS3,ENST00000372684.3,chr1:41092297-41101729,chr1:40626625-40636057,-,N/A,N/A,601,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113354,hsa_circRIMS3_002,N/A,N/A,N/A,RIMS3,ENST00000372684.3,chr1:41107380-41113514,chr1:40641708-40647842,-,N/A,N/A,423,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0000061,hsa_circSCMH1_023,N/A,N/A,N/A,SCMH1,NM_001172220,chr1:41536266-41541123,chr1:41070594-41075451,-,hsa_circRNA_100184,ASCRP3009066,360,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000063,hsa_circSCMH1_017,N/A,N/A,N/A,SCMH1,NM_001172219,chr1:41578954-41608784,chr1:41113282-41143112,-,hsa_circRNA_100186,ASCRP3012415,568,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113372,hsa_circHIVEP3_009,N/A,N/A,N/A,HIVEP3,NR_038260,chr1:42312053-42314760,chr1:41846382-41849089,-,N/A,N/A,2282,"ALT_DONOR, downstream_end, ncRNA, OVEXON"
hsa_circ_0006848,hsa_circFOXJ3_012,N/A,N/A,N/A,FOXJ3,NM_001198851,chr1:42730785-42744343,chr1:42265114-42278672,-,hsa_circRNA_100190,ASCRP3000912,400,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113379,hsa_circFOXJ3_009,N/A,N/A,N/A,FOXJ3,ENST00000372572.1,chr1:42730785-42744455,chr1:42265114-42278784,-,N/A,N/A,512,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0004416,hsa_circFOXJ3_006,N/A,N/A,N/A,FOXJ3,NM_001198851,chr1:42730785-42776781,chr1:42265114-42311110,-,hsa_circRNA_004416,ASCRP3011482,461,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113387,hsa_circCCDC30_003,N/A,N/A,N/A,CCDC30,ENST00000428554.2,chr1:42946131-42964587,chr1:42480460-42498916,+,N/A,N/A,547,"ANNOTATED, coding, INTERNAL, OVEXON, UTR5"
hsa_circ_0004752,hsa_circC1orf50_006,N/A,N/A,N/A,C1orf50,NM_024097,chr1:43239233-43241150,chr1:42773562-42775479,+,hsa_circRNA_004752,ASCRP3000933,490,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0113416,hsa_circKDM4A_005,N/A,N/A,N/A,KDM4A,NM_014663,chr1:44131366-44137546,chr1:43665695-43671875,+,N/A,N/A,1111,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007205,hsa_circST3GAL3_015,N/A,N/A,N/A,ST3GAL3,NM_174963,chr1:44386075-44387310,chr1:43920403-43921638,+,N/A,N/A,1004,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0005716,hsa_circERI3_020,N/A,N/A,N/A,ERI3,NM_024066,chr1:44750506-44785416,chr1:44284834-44319744,-,hsa_circRNA_005716,ASCRP3008966,342,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007693,hsa_circERI3_013,N/A,N/A,N/A,ERI3,NM_024066,chr1:44773981-44804994,chr1:44308309-44339322,-,hsa_circRNA_100196,ASCRP3001410,547,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113443,hsa_circZSWIM5_004,N/A,N/A,N/A,ZSWIM5,NM_020883,chr1:45516745-45553909,chr1:45051073-45088237,-,N/A,N/A,837,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113446,hsa_circZSWIM5_001,N/A,N/A,N/A,ZSWIM5,NM_020883,chr1:45553552-45553909,chr1:45087880-45088237,-,N/A,N/A,357,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113448,hsa_circMUTYH_003,N/A,N/A,N/A,MUTYH,NM_001128425,chr1:45796187-45800183,chr1:45330515-45334511,-,N/A,N/A,1482,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000067,hsa_circAKR1A1_007,N/A,N/A,N/A,AKR1A1,NM_001202413,chr1:46032240-46032692,chr1:45566568-45567020,+,hsa_circRNA_100204,ASCRP3006759,272,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002053,hsa_circNASP_011,N/A,N/A,N/A,NASP,NM_002482,chr1:46079767-46082065,chr1:45614095-45616393,+,hsa_circRNA_002053,ASCRP3006965,573,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012248,hsa_circNASP_012,N/A,N/A,N/A,NASP,NM_002482,chr1:46080684-46082065,chr1:45615012-45616393,+,N/A,N/A,413,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008774,hsa_circGPBP1L1_017,N/A,N/A,N/A,GPBP1L1,NM_021639,chr1:46105881-46108171,chr1:45640209-45642499,-,N/A,N/A,267,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000068,hsa_circGPBP1L1_002,N/A,N/A,N/A,GPBP1L1,NM_021639,chr1:46124699-46126897,chr1:45659027-45661225,-,hsa_circRNA_100206,ASCRP3011111,1157,"ANNOTATED, CDS, coding, INTERNAL, UTR5"
hsa_circ_0012300,hsa_circPIK3R3_006,N/A,N/A,N/A,PIK3R3,NM_003629,chr1:46521466-46546422,chr1:46055794-46080750,-,hsa_circRNA_100209,ASCRP3007372,835,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113475,hsa_circATPAF1_006,N/A,N/A,N/A,ATPAF1,ENST00000576409.1,chr1:47098430-47101642,chr1:46632758-46635970,-,N/A,N/A,3212,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0000069,hsa_circSTIL_025,N/A,N/A,N/A,STIL,NM_003035,chr1:47745912-47748131,chr1:47280240-47282459,-,hsa_circRNA_100213,ASCRP3000579,1084,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008202,hsa_circSPATA6_011,N/A,N/A,N/A,SPATA6,NM_019073,chr1:48821341-48825442,chr1:48355669-48359770,-,hsa_circRNA_100216,ASCRP3003877,285,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113491,hsa_circSPATA6_006,N/A,N/A,N/A,SPATA6,NM_019073,chr1:48860938-48869554,chr1:48395266-48403882,-,N/A,N/A,463,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113495,hsa_circAGBL4_006,N/A,N/A,N/A,AGBL4,NM_032785,chr1:49052584-49056657,chr1:48586912-48590985,-,N/A,N/A,407,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0113506,hsa_circFAF1_044,N/A,N/A,N/A,FAF1,ENST00000396153.2,chr1:50941135-51001129,chr1:50475463-50535457,-,N/A,N/A,464,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008981,hsa_circFAF1_043,N/A,N/A,N/A,FAF1,NM_007051,chr1:50956259-51001129,chr1:50490587-50535457,-,hsa_circRNA_008981,ASCRP3008217,248,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012396,hsa_circFAF1_037,N/A,N/A,N/A,FAF1,NM_007051,chr1:51001040-51050483,chr1:50535368-50584811,-,N/A,N/A,654,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0012400,hsa_circFAF1_033,N/A,N/A,N/A,FAF1,NM_007051,chr1:51005263-51061888,chr1:50539591-50596216,-,N/A,N/A,661,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0008197,hsa_circFAF1_032,N/A,N/A,N/A,FAF1,NM_007051,chr1:51032748-51061888,chr1:50567076-50596216,-,hsa_circRNA_100217,ASCRP3000967,524,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004619,hsa_circFAF1_018,hsa_circFAF1_001,hsa_circFAF1_001_115,116,FAF1,NM_007051,chr1:51121113-51210447,chr1:50655441-50744775,-,hsa_circRNA_100219,ASCRP3002320,377,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004619,hsa_circFAF1_018,hsa_circFAF1_001,hsa_circFAF1_001_144,145,FAF1,NM_007051,chr1:51121113-51210447,chr1:50655441-50744775,-,hsa_circRNA_100219,ASCRP3002320,377,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004619,hsa_circFAF1_018,hsa_circFAF1_001,hsa_circFAF1_001_28,29,FAF1,NM_007051,chr1:51121113-51210447,chr1:50655441-50744775,-,hsa_circRNA_100219,ASCRP3002320,377,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005567,hsa_circEPS15_037,N/A,N/A,N/A,EPS15,NM_001981,chr1:51868106-51874004,chr1:51402434-51408332,-,hsa_circRNA_100226,ASCRP3000981,607,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004877,hsa_circEPS15_035,N/A,N/A,N/A,EPS15,NM_001981,chr1:51871576-51874004,chr1:51405904-51408332,-,hsa_circRNA_100227,ASCRP3011916,402,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113533,hsa_circOSBPL9_002,N/A,N/A,N/A,OSBPL9,NM_148909,chr1:52135105-52139243,chr1:51669433-51673571,+,N/A,N/A,4138,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0012492,hsa_circZFYVE9_004,N/A,N/A,N/A,ZFYVE9,NM_004799,chr1:52698842-52705267,chr1:52233170-52239595,+,N/A,N/A,2214,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012496,hsa_circZFYVE9_009,N/A,N/A,N/A,ZFYVE9,NM_004799,chr1:52734134-52769597,chr1:52268462-52303925,+,N/A,N/A,983,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0012498,hsa_circZFYVE9_011,N/A,N/A,N/A,ZFYVE9,NM_004799,chr1:52747332-52769597,chr1:52281660-52303925,+,N/A,N/A,569,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113572,hsa_circZCCHC11_060,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52903891-52927441,chr1:52438219-52461769,-,N/A,N/A,869,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0003632,hsa_circZCCHC11_017,N/A,N/A,N/A,ZCCHC11,NM_001009881,chr1:52959282-52975384,chr1:52493610-52509712,-,hsa_circRNA_003632,ASCRP3001664,436,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113605,hsa_circZCCHC11_009,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52975267-52992045,chr1:52509595-52526373,-,N/A,N/A,1092,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012553,hsa_circZCCHC11_008,N/A,N/A,N/A,ZCCHC11,NM_001009881,chr1:52981562-52992045,chr1:52515890-52526373,-,N/A,N/A,975,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113609,hsa_circZCCHC11_007,N/A,N/A,N/A,ZCCHC11,ENST00000371544.3,chr1:52991234-52992045,chr1:52525562-52526373,-,N/A,N/A,811,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113620,hsa_circSCP2_001,N/A,N/A,N/A,SCP2,ENST00000371514.3,chr1:53407467-53427301,chr1:52941795-52961629,+,N/A,N/A,454,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002079,hsa_circGLIS1_001,N/A,N/A,N/A,GLIS1,NM_147193,chr1:54059780-54065951,chr1:53594107-53600278,-,hsa_circRNA_002079,ASCRP3003507,1061,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0004839,hsa_circTMEM59_002,N/A,N/A,N/A,TMEM59,NM_004872,chr1:54506428-54513045,chr1:54040755-54047372,-,N/A,N/A,518,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012697,hsa_circUSP24_030,N/A,N/A,N/A,USP24,NM_015306,chr1:55589119-55600086,chr1:55123446-55134413,-,N/A,N/A,1075,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0006281,hsa_circOMA1_013,N/A,N/A,N/A,OMA1,NM_145243,chr1:58971731-59000003,chr1:58506059-58534331,-,N/A,N/A,636,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000072,hsa_circOMA1_010,N/A,N/A,N/A,OMA1,NM_145243,chr1:58971731-59002413,chr1:58506059-58536741,-,hsa_circRNA_100241,ASCRP3005516,865,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113710,hsa_circMYSM1_003,N/A,N/A,N/A,MYSM1,ENST00000472487.1,chr1:59137541-59160879,chr1:58671869-58695207,-,N/A,N/A,1593,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012741,hsa_circMYSM1_016,N/A,N/A,N/A,MYSM1,NM_001085487,chr1:59147456-59148217,chr1:58681784-58682545,-,N/A,N/A,761,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0000075,hsa_circFGGY_005,N/A,N/A,N/A,FGGY,NM_018291,chr1:59787207-59812070,chr1:59321535-59346398,+,hsa_circRNA_100244,ASCRP3009218,479,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0005354,hsa_circFGGY_007,N/A,N/A,N/A,FGGY,NM_001113411,chr1:59787207-59844509,chr1:59321535-59378837,+,hsa_circRNA_100245,ASCRP3011166,568,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0004478,hsa_circFGGY_009,N/A,N/A,N/A,FGGY,NM_001113411,chr1:59787207-59922748,chr1:59321535-59457076,+,N/A,N/A,684,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0006633,hsa_circFGGY_013,N/A,N/A,N/A,FGGY,NM_001113411,chr1:59805629-59844509,chr1:59339957-59378837,+,hsa_circRNA_100246,ASCRP3007627,353,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012782,hsa_circINADL_024,N/A,N/A,N/A,INADL,NM_176877,chr1:62365254-62367131,chr1:61899582-61901459,+,N/A,N/A,250,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113793,hsa_circINADL_037,N/A,N/A,N/A,INADL,ENST00000371158.2,chr1:62483527-62550320,chr1:62017855-62084648,+,N/A,N/A,510,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0113808,hsa_circUSP1_011,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62908829-62913182,chr1:62443158-62447511,+,N/A,N/A,1024,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113811,hsa_circUSP1_015,N/A,N/A,N/A,USP1,ENST00000339950.4,chr1:62910408-62913182,chr1:62444737-62447511,+,N/A,N/A,863,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012799,hsa_circDOCK7_065,N/A,N/A,N/A,DOCK7,NM_033407,chr1:62939652-62943505,chr1:62473981-62477834,-,N/A,N/A,713,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0113827,hsa_circDOCK7_039,N/A,N/A,N/A,DOCK7,ENST00000251157.5,chr1:62993821-63010710,chr1:62528150-62545039,-,N/A,N/A,1170,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0113842,hsa_circDOCK7_018,N/A,N/A,N/A,DOCK7,ENST00000251157.5,chr1:63021495-63085664,chr1:62555824-62619993,-,N/A,N/A,1171,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0002032,hsa_circDOCK7_021,N/A,N/A,N/A,DOCK7,NM_033407,chr1:63042932-63052295,chr1:62577261-62586624,-,hsa_circRNA_002032,ASCRP3002427,430,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0012823,hsa_circATG4C_005,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63269389-63286880,chr1:62803718-62821209,+,hsa_circRNA_012823,ASCRP3012719,864,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0113857,hsa_circATG4C_006,N/A,N/A,N/A,ATG4C,ENST00000317868.4,chr1:63269389-63300523,chr1:62803718-62834852,+,N/A,N/A,1157,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0012824,hsa_circATG4C_007,N/A,N/A,N/A,ATG4C,NM_032852,chr1:63269389-63307218,chr1:62803718-62841547,+,hsa_circRNA_012824,ASCRP3001608,1277,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0000081,hsa_circROR1_002,N/A,N/A,N/A,ROR1,NM_005012,chr1:64474976-64516388,chr1:64009304-64050716,+,hsa_circRNA_100250,ASCRP3004349,391,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113889,hsa_circCACHD1_010,N/A,N/A,N/A,CACHD1,ENST00000371073.2,chr1:65095037-65107652,chr1:64629354-64641969,+,N/A,N/A,639,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113900,hsa_circRAVER2_002,N/A,N/A,N/A,RAVER2,ENST00000294428.3,chr1:65234338-65255197,chr1:64768655-64789514,+,N/A,N/A,856,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0113909,hsa_circDNAJC6_001,N/A,N/A,N/A,DNAJC6,ENST00000263441.7,chr1:65811293-65831879,chr1:65345610-65366196,+,N/A,N/A,463,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
